,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,Item_MRP_Group,price/weight
204,15.1,Low Fat,-2.9500121695813255,242.7512,MED,Small,Tier 1,Supermarket Type1,4119.9704,FD,16,D,16.076238410596027
205,15.5,Regular,-3.159075966605151,81.5934,LOW,Small,Tier 3,Grocery Store,327.5736,FD,15,B,5.264090322580645
206,13.65,Low Fat,-2.722155976417958,45.7402,MED,Medium,Tier 1,Supermarket Type1,780.9834,FD,14,A,3.350930402930403
207,16.1,Low Fat,-3.7454449802171474,189.3846,MED,Small,Tier 2,Supermarket Type1,3630.6074,DR,11,C,11.763018633540373
208,5.175,Regular,-2.9633888471252403,107.3622,LOW,Small,Tier 1,Grocery Store,317.5866,FD,28,B,20.74631884057971
209,12.85,Low Fat,-1.7976112435106768,39.7164,LOW,Small,Tier 3,Grocery Store,231.6984,FD,15,A,3.0907704280155643
210,9.5,Low Fat,-3.17298516973909,32.99,MED,Small,Tier 2,Supermarket Type1,133.16,DR,9,A,3.4726315789473685
211,13.8,Low Fat,-2.8457362351667848,245.1802,MED,Small,Tier 2,Supermarket Type1,5650.6446,DR,9,D,17.76668115942029
212,5.78,Regular,-2.6424436971410574,263.7568,MED,Small,Tier 2,Supermarket Type1,2636.568,FD,6,D,45.632664359861586
213,19.7,Low Fat,-3.6154909349902047,96.0726,MED,Small,Tier 2,Supermarket Type1,1272.3438,NC,11,B,4.876781725888325
214,14.65,Low Fat,-2.520415919356675,161.5552,LOW,Small,Tier 3,Grocery Store,324.9104,NC,15,C,11.027658703071673
215,6.67,Regular,-1.8934287326143848,130.0626,LOW,Small,Tier 3,Grocery Store,131.1626,FD,15,B,19.499640179910045
216,6.11,Regular,-2.40614375796027,131.2968,LOW,Small,Tier 3,Grocery Store,260.9936,FD,15,B,21.488837970540096
217,13.65,Regular,-2.0026610501751447,260.0936,LOW,Small,Tier 3,Grocery Store,260.9936,FD,15,D,19.054476190476187
218,17.2,Low Fat,-1.8568178694793573,160.6578,MED,High,Tier 3,Supermarket Type1,3690.5294,FD,26,C,9.340569767441862
219,6.32,Low Fat,-4.405640694861061,40.2822,MED,Small,Tier 2,Supermarket Type1,1139.1838,FD,9,A,6.373765822784811
220,4.88,Regular,-2.0121511703575217,52.9298,MED,Medium,Tier 1,Supermarket Type1,1995.4026,FD,14,A,10.84627049180328
221,5.425,Regular,-2.1617810416292165,88.3514,MED,Small,Tier 2,Supermarket Type1,1416.8224,FD,6,B,16.285972350230416
222,15.85,Regular,-2.206993161976231,37.2506,MED,Small,Tier 1,Supermarket Type1,265.6542,FD,16,A,2.3501955835962143
223,7.5,Low Fat,-2.9751839439707286,121.7072,MED,Small,Tier 2,Supermarket Type1,3552.7088,FD,6,B,16.227626666666666
224,12.65,Low Fat,-2.767195802209201,161.5578,MED,High,Tier 3,Supermarket Type1,2406.867,DR,26,C,12.771367588932804
225,9.06,Low Fat,-4.067684150433793,211.956,LOW,Small,Tier 1,Grocery Store,213.056,NC,28,D,23.394701986754963
226,20.75,Low Fat,-3.724327083110071,124.173,MED,High,Tier 3,Supermarket Type1,2956.152,FD,26,B,5.984240963855422
227,8.93,Low Fat,-3.000644820377202,152.134,LOW,Small,Tier 1,Grocery Store,153.134,DR,28,C,17.036282194848823
228,9.0,Low Fat,-2.7543591244472196,79.7644,MED,Small,Tier 2,Supermarket Type1,1649.8524,FD,9,B,8.86271111111111
229,16.7,Low Fat,-2.2870900831155705,181.9292,HIGH,Medium,Tier 3,Supermarket Type3,3101.2964,FD,28,C,10.893964071856288
230,6.36,Low Fat,-5.124423893147373,165.6526,HIGH,Medium,Tier 3,Supermarket Type3,4769.1254,NC,28,C,26.046006289308174
231,5.365,Regular,-1.9692523508609043,170.4764,HIGH,Medium,Tier 3,Supermarket Type3,3435.528,FD,28,C,31.775657036346693
232,14.1,Low Fat,-2.0711901264341948,86.4198,MED,Small,Tier 2,Supermarket Type1,1133.8574,FD,11,B,6.129063829787234
233,7.55,Low Fat,-3.6058377157243378,152.334,MED,Small,Tier 2,Supermarket Type1,2603.278,FD,9,C,20.176688741721854
234,13.0,Low Fat,-2.3093551783928667,45.406,MED,Small,Tier 1,Supermarket Type1,605.878,NC,16,A,3.492769230769231
235,9.3,Low Fat,-3.1333024396266316,192.8846,HIGH,Medium,Tier 3,Supermarket Type3,2293.0152,DR,28,C,20.740279569892472
236,17.6,Regular,-2.492034206579187,118.7782,LOW,Small,Tier 1,Grocery Store,119.1782,FD,28,B,6.748761363636363
237,12.3,Regular,-2.7400796820583535,92.9804,MED,High,Tier 3,Supermarket Type1,1929.4884,FD,26,B,7.559382113821138
238,7.05,Low Fat,-2.470358166067444,109.8912,HIGH,Medium,Tier 3,Supermarket Type3,2074.6328,FD,28,B,15.587404255319148
239,11.8,Low Fat,-2.839552710445918,79.9618,HIGH,Medium,Tier 3,Supermarket Type3,241.6854,NC,28,B,6.776423728813558
240,17.25,Low Fat,-2.17376378165746,251.3724,MED,Small,Tier 2,Supermarket Type1,6795.1548,NC,11,D,14.57231304347826
241,15.85,Low Fat,-3.882293780816115,42.7112,MED,Small,Tier 2,Supermarket Type1,639.168,NC,6,A,2.694712933753943
242,18.85,Low Fat,-2.9556470111542104,192.1846,MED,Small,Tier 2,Supermarket Type1,3248.4382,NC,9,C,10.195469496021218
243,16.35,Regular,-2.768366783180257,227.6062,MED,Small,Tier 2,Supermarket Type1,7222.5984,FD,6,D,13.920868501529052
244,14.1,Low Fat,-2.4306768842550746,229.0668,MED,Small,Tier 2,Supermarket Type1,3225.1352,DR,9,D,16.24587234042553
245,7.905,Low Fat,-4.604128229013846,249.0408,MED,Small,Tier 2,Supermarket Type1,3755.112,FD,9,D,31.50421252371916
246,12.0,Low Fat,-3.3829794505103794,179.3976,MED,High,Tier 3,Supermarket Type1,3440.8544,FD,26,C,14.949800000000002
247,12.15,Regular,-2.840188085111022,163.4552,MED,Small,Tier 2,Supermarket Type1,974.7312,FD,9,C,13.453102880658435
248,10.1,Low Fat,-3.6079832400114293,75.367,MED,Medium,Tier 1,Supermarket Type1,535.969,FD,14,B,7.462079207920793
249,17.5,Low Fat,-3.611071253400317,262.491,MED,Small,Tier 2,Supermarket Type1,5259.82,FD,6,D,14.999485714285713
250,18.35,Low Fat,-2.844670777488162,152.034,LOW,Small,Tier 1,Grocery Store,306.268,DR,28,C,8.285231607629427
251,17.1,Low Fat,-2.0484262394844563,112.3886,MED,Medium,Tier 3,Supermarket Type2,1779.0176,FD,4,B,6.572432748538011
252,7.785,Low Fat,-2.420847300935134,61.451,MED,Medium,Tier 1,Supermarket Type1,759.012,FD,14,A,7.893513166345536
253,11.8,Regular,-2.368962209980231,125.9704,MED,High,Tier 3,Supermarket Type1,1877.556,FD,26,B,10.675457627118643
254,13.15,Regular,-1.797608473351482,171.8764,MED,Small,Tier 2,Supermarket Type1,3779.0808,FD,11,C,13.07044866920152
255,6.4,Low Fat,-1.9078936597270397,41.5796,LOW,Small,Tier 1,Grocery Store,41.2796,FD,28,A,6.4968125
256,8.5,Low Fat,-2.318324368098663,51.1324,MED,Small,Tier 2,Supermarket Type1,259.662,FD,6,A,6.015576470588235
257,8.645,Low Fat,-1.9427919786057195,96.341,MED,High,Tier 3,Supermarket Type1,193.082,NC,26,B,11.144129554655871
258,17.6,Regular,-2.5733942110744636,110.9202,MED,Small,Tier 2,Supermarket Type1,1687.803,FD,11,B,6.30228409090909
259,9.1,Low Fat,-1.742378422521241,127.5362,MED,Small,Tier 2,Supermarket Type1,4655.9394,FD,6,B,14.014967032967032
260,12.8,Regular,-3.7502711025200695,225.9404,MED,High,Tier 3,Supermarket Type1,4950.8888,FD,26,D,17.65159375
261,7.63,Low Fat,-2.7960168706021036,95.4436,MED,Small,Tier 2,Supermarket Type1,1418.154,DR,9,B,12.508990825688073
262,9.285,Regular,-3.0045905525129477,246.4144,MED,Small,Tier 2,Supermarket Type1,1225.072,FD,6,D,26.538976844372645
263,13.6,Regular,-2.125124297248113,231.03,MED,Small,Tier 2,Supermarket Type1,5359.69,FD,11,D,16.9875
264,8.895,Low Fat,-2.623539935535744,176.237,MED,Small,Tier 2,Supermarket Type1,1764.37,FD,11,C,19.813041034288926
265,16.35,Low Fat,-2.4025509858305694,195.211,MED,High,Tier 3,Supermarket Type1,2553.343,NC,26,C,11.939510703363915
266,17.6,Low Fat,-2.8780367972863745,43.3454,MED,High,Tier 3,Supermarket Type1,1006.6896,FD,26,A,2.462806818181818
267,7.975,Low Fat,-4.225435073365917,85.225,MED,High,Tier 3,Supermarket Type1,1081.925,FD,26,B,10.68652037617555
268,15.85,Low Fat,-3.135474318127112,36.7164,MED,Small,Tier 2,Supermarket Type1,308.9312,FD,6,A,2.316492113564669
269,15.7,Low Fat,-3.0974054402908684,178.666,MED,High,Tier 3,Supermarket Type1,2516.724,FD,26,C,11.38
270,8.985,Regular,-2.8502977377590173,128.831,MED,Small,Tier 1,Supermarket Type1,1428.141,FD,16,B,14.338452977184195
271,20.35,Low Fat,-2.414693144377842,260.1594,MED,High,Tier 3,Supermarket Type1,2093.2752,FD,26,D,12.7842457002457
272,6.59,Low Fat,-2.248954851396008,85.6908,MED,High,Tier 3,Supermarket Type1,1929.4884,FD,26,B,13.003156297420334
273,19.85,Low Fat,-5.252550243356453,264.0884,MED,Small,Tier 2,Supermarket Type1,5829.7448,FD,9,D,13.30420151133501
274,16.85,Low Fat,-3.3134564858361117,91.4488,MED,Small,Tier 1,Supermarket Type1,2082.6224,FD,16,B,5.427228486646884
275,19.35,Low Fat,-3.4134246307273224,173.1738,HIGH,Medium,Tier 3,Supermarket Type3,7298.4996,FD,28,C,8.949550387596899
276,16.75,Low Fat,-2.5101932705663086,256.4988,MED,High,Tier 3,Supermarket Type1,7452.9652,FD,26,D,15.313361194029852
277,17.6,Regular,-2.569779713871801,110.5202,MED,Small,Tier 2,Supermarket Type1,450.0808,FD,6,B,6.279556818181818
278,7.905,Low Fat,-4.088845569435014,250.4408,LOW,Small,Tier 3,Grocery Store,500.6816,FD,15,D,31.6813156230234
279,17.85,Low Fat,-3.117941151316565,126.202,HIGH,Medium,Tier 3,Supermarket Type3,3668.558,FD,28,B,7.070140056022408
280,7.785,Regular,-3.2626164755662983,103.1964,MED,Medium,Tier 3,Supermarket Type2,736.3748,FD,4,B,13.255799614643545
281,7.825,Low Fat,-1.6818329325282522,253.0698,MED,Small,Tier 2,Supermarket Type1,6088.0752,NC,9,D,32.34118849840255
282,9.0,Low Fat,-3.4461697269854072,101.0016,HIGH,Medium,Tier 3,Supermarket Type3,2125.2336,NC,28,B,11.2224
283,20.75,Low Fat,-3.8457578039863765,153.0024,MED,Small,Tier 2,Supermarket Type1,2277.036,DR,6,C,7.373609638554217
284,11.1,Low Fat,-1.6410701375319492,190.3846,LOW,Small,Tier 1,Grocery Store,573.2538,FD,28,C,17.151765765765767
285,6.26,Regular,-4.61865580963113,151.1366,MED,Small,Tier 2,Supermarket Type1,2267.049,FD,9,C,24.143226837060702
286,18.2,Low Fat,-2.4943384860427273,147.3734,LOW,Small,Tier 3,Grocery Store,296.9468,FD,15,C,8.097439560439561
287,13.0,Low Fat,-2.305289867601178,46.306,MED,Medium,Tier 3,Supermarket Type2,559.272,NC,4,A,3.562
288,20.25,Regular,-3.97381601892338,222.1772,MED,Small,Tier 2,Supermarket Type1,5559.43,FD,9,D,10.971713580246913
289,8.695,Low Fat,-2.1225874761245427,95.5094,MED,Medium,Tier 1,Supermarket Type1,1237.7222,NC,14,B,10.984404830362276
290,7.27,Low Fat,-2.6419522979954326,113.5518,MED,Small,Tier 2,Supermarket Type1,569.259,DR,11,B,15.61922971114168
291,10.695,Regular,-2.807230487116015,174.0712,HIGH,Medium,Tier 3,Supermarket Type3,3866.9664,FD,28,C,16.275942028985508
292,12.85,Low Fat,-3.4025720961492665,198.4768,MED,Small,Tier 2,Supermarket Type1,1379.5376,FD,11,C,15.445665369649806
293,7.075,Low Fat,-2.8372830741850086,142.7128,MED,Medium,Tier 3,Supermarket Type2,1869.5664,FD,4,C,20.171420494699646
294,20.2,Regular,-2.1473528268636173,196.211,HIGH,Medium,Tier 3,Supermarket Type3,5499.508,FD,28,C,9.71341584158416
295,8.195,Low Fat,-3.4592842793510354,94.3462,MED,Medium,Tier 1,Supermarket Type1,925.462,FD,14,B,11.512654057352043
296,7.09,Low Fat,-4.931738627492372,47.9034,MED,Small,Tier 2,Supermarket Type1,583.2408,FD,9,A,6.756473906911142
297,6.095,Low Fat,-2.510881670612422,141.4154,MED,Small,Tier 1,Supermarket Type1,1418.154,NC,16,C,23.20187038556194
298,19.35,Regular,-2.997406394112136,80.2644,MED,Small,Tier 2,Supermarket Type1,942.7728,FD,6,B,4.148031007751937
299,6.15,Low Fat,-3.0732409446120164,99.3384,MED,Small,Tier 1,Supermarket Type1,2364.9216,FD,16,B,16.152585365853657
300,17.35,Regular,-3.5944001648581234,87.9856,HIGH,Medium,Tier 3,Supermarket Type3,3251.7672,FD,28,B,5.071216138328531
301,20.2,Regular,-2.2566128287111744,125.2678,LOW,Small,Tier 1,Grocery Store,254.3356,FD,28,B,6.201376237623762
302,17.7,Low Fat,-4.378831504542942,167.0474,MED,Small,Tier 2,Supermarket Type1,5895.659,NC,9,C,9.437706214689266
303,17.85,Low Fat,-1.9171605692916085,93.7436,MED,Medium,Tier 3,Supermarket Type2,1134.5232,FD,4,B,5.251742296918767
304,9.395,Low Fat,-1.8347237818739586,224.972,MED,Small,Tier 2,Supermarket Type1,7696.648,DR,11,D,23.945928685470996
305,15.75,Low Fat,-1.9561722426814447,250.5382,MED,Small,Tier 2,Supermarket Type1,2775.7202,DR,6,D,15.907187301587301
306,7.475,Low Fat,-1.905005608182102,241.2854,MED,Small,Tier 2,Supermarket Type1,5317.0788,FD,11,D,32.278983277591976
307,7.075,Low Fat,-3.8324335927849726,98.0068,MED,Medium,Tier 3,Supermarket Type2,874.8612,FD,4,B,13.852551236749116
308,6.445,Low Fat,-3.5168856453860666,92.6436,MED,Small,Tier 1,Supermarket Type1,1039.9796,FD,16,B,14.374491854150504
309,19.1,Low Fat,-2.3359813620016903,235.0958,MED,Small,Tier 2,Supermarket Type1,3038.0454,FD,9,D,12.308680628272251
310,20.25,Regular,-4.213766207165694,193.6162,MED,Small,Tier 2,Supermarket Type1,3848.324,FD,9,C,9.561293827160494
311,15.0,Regular,-2.911790966075394,59.1904,MED,Small,Tier 1,Supermarket Type1,527.3136,FD,16,A,3.9460266666666666
312,6.67,Regular,-2.092092476363041,89.1514,MED,Small,Tier 1,Supermarket Type1,2390.8878,FD,16,B,13.366026986506746
313,13.0,Regular,-3.5084442420166373,60.222,HIGH,Medium,Tier 3,Supermarket Type3,1677.816,FD,28,A,4.632461538461539
314,16.7,Regular,-2.9494583963905048,112.7176,MED,High,Tier 3,Supermarket Type1,801.6232,FD,26,B,6.749556886227546
315,7.07,Low Fat,-2.365938780324492,115.5834,MED,Small,Tier 2,Supermarket Type1,1267.0174,FD,11,B,16.348429985855727
316,6.48,Low Fat,-3.3823173268639635,148.0076,MED,Small,Tier 2,Supermarket Type1,886.8456,FD,11,C,22.840679012345678
317,19.0,Regular,-1.7535734508021728,228.272,LOW,Small,Tier 3,Grocery Store,452.744,FD,15,D,12.014315789473685
318,13.35,Low Fat,-1.9680058898878168,147.5392,MED,Small,Tier 2,Supermarket Type1,3877.6192,FD,11,C,11.051625468164794
319,5.98,Low Fat,-3.1384048396878006,146.6418,HIGH,Medium,Tier 3,Supermarket Type3,4414.254,FD,28,C,24.52204013377926
320,9.3,Low Fat,-3.1680246431980765,122.4388,HIGH,Medium,Tier 3,Supermarket Type3,5448.9072,DR,28,B,13.165462365591397
321,9.695,Regular,-2.0519610918920295,223.9404,MED,Medium,Tier 1,Supermarket Type1,4950.8888,FD,14,D,23.09854564208355
322,15.0,Low Fat,-3.0086741191287345,62.6168,MED,Small,Tier 2,Supermarket Type1,958.752,DR,6,A,4.174453333333333
323,11.15,Regular,-4.788283856421237,149.9708,MED,Small,Tier 2,Supermarket Type1,1956.1204,FD,6,C,13.45029596412556
324,20.85,Low Fat,-3.846096931761982,103.2306,MED,Medium,Tier 1,Supermarket Type1,2404.2038,FD,14,B,4.951107913669064
325,9.8,Low Fat,-1.8876916780523243,194.3478,LOW,Small,Tier 3,Grocery Store,387.4956,NC,15,C,19.831408163265305
326,16.35,Low Fat,-3.42615162497486,165.0842,MED,High,Tier 3,Supermarket Type1,994.7052,FD,26,C,10.096892966360857
327,9.6,Regular,-3.802108266008455,101.299,MED,Small,Tier 2,Supermarket Type1,1754.383,FD,11,B,10.551979166666667
328,18.0,Low Fat,-3.9480463755348048,129.9994,HIGH,Medium,Tier 3,Supermarket Type3,3340.9844,NC,28,B,7.22218888888889
329,13.35,Low Fat,-3.033965060467142,216.7166,MED,Small,Tier 2,Supermarket Type1,3918.8988,FD,11,D,16.2334531835206
330,20.7,Low Fat,-2.3793250025815573,76.367,MED,High,Tier 3,Supermarket Type1,306.268,DR,26,B,3.689227053140097
331,15.1,Low Fat,-2.3570700648432785,158.4604,HIGH,Medium,Tier 3,Supermarket Type3,4278.4308,FD,28,C,10.494066225165563
332,16.2,Low Fat,-3.324677993595943,260.6278,MED,Small,Tier 2,Supermarket Type1,4425.5726,FD,11,D,16.088135802469136
333,13.8,Regular,-2.871799563743056,230.9984,HIGH,Medium,Tier 3,Supermarket Type3,9267.936,FD,28,D,16.739014492753622
334,15.6,Low Fat,-1.5862097863148932,76.867,LOW,Small,Tier 1,Grocery Store,229.701,FD,28,B,4.927371794871795
335,21.1,Regular,-3.881575084007125,129.3994,HIGH,Medium,Tier 3,Supermarket Type3,2055.9904,FD,28,B,6.132672985781991
336,5.5,Low Fat,-3.0555202829282293,101.3016,MED,Small,Tier 1,Supermarket Type1,3339.6528,NC,16,B,18.418472727272725
337,15.1,Regular,-2.4351555075059776,221.7456,MED,Small,Tier 2,Supermarket Type1,6410.3224,FD,11,D,14.685139072847683
338,15.7,Regular,-3.268094982292082,122.9046,MED,Small,Tier 2,Supermarket Type1,1992.0736,FD,6,B,7.82831847133758
339,7.895,Regular,-2.352804311775792,104.4332,MED,Small,Tier 2,Supermarket Type1,2870.9296,FD,6,B,13.227764407853073
340,17.2,Regular,-4.426697526706368,164.5184,HIGH,Medium,Tier 3,Supermarket Type3,2807.0128,FD,28,C,9.565023255813955
341,17.35,Regular,-2.767810094091908,88.183,MED,High,Tier 3,Supermarket Type1,539.298,FD,26,B,5.082593659942363
342,7.285,Low Fat,-3.4697211453402397,174.3054,MED,High,Tier 3,Supermarket Type1,4377.635,NC,26,C,23.926616334934796
343,20.25,Low Fat,-3.6494321897022526,180.9976,MED,Small,Tier 2,Supermarket Type1,2716.464,NC,11,C,8.938153086419753
344,18.75,Low Fat,-2.380936764608681,190.9504,LOW,Small,Tier 1,Grocery Store,383.5008,FD,28,C,10.184021333333334
345,15.85,Low Fat,-2.2278008174421737,59.5904,MED,Medium,Tier 1,Supermarket Type1,703.0848,DR,14,A,3.759646687697161
346,6.17,Low Fat,-4.542432316300725,66.3826,MED,Medium,Tier 1,Supermarket Type1,1937.478,FD,14,A,10.758930307941652
347,19.5,Low Fat,-4.150956755855707,182.2608,MED,Medium,Tier 1,Supermarket Type1,3307.6944,NC,14,C,9.346707692307692
348,19.2,Low Fat,-2.5558264093891814,197.611,MED,Medium,Tier 1,Supermarket Type1,3142.576,NC,14,C,10.292239583333334
349,16.7,Low Fat,-2.505223146436423,181.2292,MED,Medium,Tier 3,Supermarket Type2,2554.0088,FD,4,C,10.852047904191616
350,20.85,Regular,-2.870056362088232,104.0648,MED,Medium,Tier 3,Supermarket Type2,1869.5664,FD,4,B,4.991117505995204
351,14.5,Regular,-2.7489805139886876,260.4594,MED,Small,Tier 2,Supermarket Type1,5494.8474,FD,11,D,17.962717241379313
352,11.395,Regular,-2.666007579050941,233.1616,MED,High,Tier 3,Supermarket Type1,6093.4016,FD,26,D,20.461746379991226
353,7.97,Low Fat,-3.368160682863933,174.0422,MED,Small,Tier 1,Supermarket Type1,2586.633,DR,16,C,21.837164366373905
354,7.71,Regular,-2.707540131209978,55.2956,MED,Medium,Tier 1,Supermarket Type1,1255.6988,FD,14,A,7.171932555123217
355,19.25,Regular,-3.3610231713087666,141.7496,MED,Small,Tier 1,Supermarket Type1,4093.3384,FD,16,C,7.363615584415584
356,7.075,Low Fat,-2.8413483809229527,142.2128,MED,Small,Tier 1,Supermarket Type1,3163.8816,FD,16,C,20.100749116607773
357,19.35,Regular,-2.7302482191574544,166.0816,HIGH,Medium,Tier 3,Supermarket Type3,5033.448,FD,28,C,8.58302842377261
358,11.6,Regular,-2.5391993304723397,79.9276,MED,Small,Tier 1,Supermarket Type1,1137.1864,FD,16,B,6.890310344827586
359,8.985,Low Fat,-1.7009235695577463,98.77,HIGH,Medium,Tier 3,Supermarket Type3,2696.49,FD,28,B,10.99276572064552
360,12.1,Low Fat,-4.080720216557265,178.566,MED,Medium,Tier 3,Supermarket Type2,898.83,DR,4,C,14.757520661157026
361,10.0,Low Fat,-2.6121073351223636,118.244,MED,Small,Tier 1,Supermarket Type1,2756.412,NC,16,B,11.8244
362,14.35,Low Fat,-2.516303451315841,81.896,MED,Small,Tier 2,Supermarket Type1,878.856,FD,11,B,5.707038327526132
363,10.395,Low Fat,-2.186835251766225,58.222,MED,Medium,Tier 1,Supermarket Type1,659.142,FD,14,A,5.600962000962001
364,17.7,Low Fat,-1.8724834063857152,182.6292,LOW,Small,Tier 1,Grocery Store,182.4292,FD,28,C,10.318033898305085
365,8.1,Low Fat,-2.0562757838953316,211.4902,MED,High,Tier 3,Supermarket Type1,3610.6334,FD,26,D,26.1099012345679
366,8.05,Regular,-2.5461145316675204,256.4646,MED,Small,Tier 2,Supermarket Type1,5153.292,FD,9,D,31.85895652173913
367,9.195,Regular,-2.544629355203338,108.7596,MED,Small,Tier 2,Supermarket Type1,2588.6304,FD,6,B,11.828123980424143
368,20.7,Regular,-3.043141940048975,212.5876,MED,Medium,Tier 3,Supermarket Type2,1286.3256,FD,4,D,10.269932367149758
369,15.7,Regular,-2.094273749044386,110.1544,MED,Small,Tier 2,Supermarket Type1,1230.3984,FD,6,B,7.016203821656051
370,15.1,Regular,-2.4875092087083868,60.2194,HIGH,Medium,Tier 3,Supermarket Type3,1733.7432,FD,28,A,3.988039735099338
371,18.35,Low Fat,-2.9300766765780244,193.8162,LOW,Small,Tier 1,Grocery Store,384.8324,NC,28,C,10.562190735694822
372,16.5,Low Fat,-3.30454518458416,180.0318,MED,Small,Tier 2,Supermarket Type1,3969.4996,NC,11,C,10.911018181818182
373,9.0,Low Fat,-2.7297295286992918,176.437,MED,Small,Tier 2,Supermarket Type1,7763.228,FD,9,C,19.604111111111113
374,6.785,Regular,-3.1713353221528697,41.2112,MED,High,Tier 3,Supermarket Type1,809.6128,FD,26,A,6.073868828297715
375,19.5,Low Fat,-2.49025899607221,178.6002,MED,Medium,Tier 3,Supermarket Type2,1253.7014,FD,4,C,9.158984615384615
376,7.575,Low Fat,-2.8933540224296714,195.2768,MED,Small,Tier 1,Supermarket Type1,5715.2272,FD,16,C,25.779115511551154
377,18.2,Regular,-4.406765656341138,57.7904,MED,High,Tier 3,Supermarket Type1,1464.76,FD,26,A,3.1752967032967034
378,16.75,Low Fat,-2.805190545135866,169.8106,MED,High,Tier 3,Supermarket Type1,3251.1014,FD,26,C,10.137946268656716
379,7.47,Regular,-2.114442409105856,214.3218,MED,Small,Tier 2,Supermarket Type1,4274.436,FD,9,D,28.69100401606426
380,20.35,Regular,-4.2162538566874765,231.7958,HIGH,Medium,Tier 3,Supermarket Type3,5375.0034,FD,28,D,11.390457002457003
381,18.2,Low Fat,-1.828169404959872,38.019,HIGH,Medium,Tier 3,Supermarket Type3,1318.284,FD,28,A,2.0889560439560437
382,13.85,Regular,-2.457808791633471,119.4124,MED,Medium,Tier 3,Supermarket Type2,2251.7356,FD,4,B,8.621833935018051
383,6.635,Regular,-3.0715143755120935,37.4506,MED,Small,Tier 2,Supermarket Type1,1176.4686,FD,6,A,5.644400904295404
384,6.11,Regular,-2.273794682977587,130.4968,MED,Small,Tier 1,Supermarket Type1,3523.4136,FD,16,B,21.357905073649754
385,15.25,Low Fat,-3.6266643425031093,86.2198,MED,Small,Tier 2,Supermarket Type1,610.5386,FD,9,B,5.653757377049181
386,15.85,Low Fat,-2.038131769273987,96.4094,MED,Small,Tier 2,Supermarket Type1,1237.7222,FD,9,B,6.0826119873817035
